"Toast Move to Platform Toast Move to Platform Toast Move to Platform Per Social PM, the Toast API needs to be moved into platform. Currently, Social team has added a new column names SendToast to core table in Social 1.0. Ideally this should have been done at the beginning, but at that time we were past the deadline for core cut off. This must be done in the next maint release. Per Social PM, the Toast API needs to be moved into platform. Currently, Social team has added a new column names SendToast to core table in Social 1.0. Ideally this should have been done at the beginning, but at that time we were past the deadline for core cut off. This must be done in the next maint release. Per Social PM, the Toast API needs to be moved into platform. Currently, Social team has added a new column names SendToast to core table in Social 1.0. Ideally this should have been done at the beginning, but at that time we were past the deadline for core cut off. This must be done in the next maint release.",DNN-3116,
search unit test web api search unit test web api search unit test web api search unit test web api search unit test web api The Preview and Detailed Search methods in DotnetNuke.web has good business logic to group results. They should be protected using unit tests The Preview and Detailed Search methods in DotnetNuke.web has good business logic to group results. They should be protected using unit tests The Preview and Detailed Search methods in DotnetNuke.web has good business logic to group results. They should be protected using unit tests The Preview and Detailed Search methods in DotnetNuke.web has good business logic to group results. They should be protected using unit tests The Preview and Detailed Search methods in DotnetNuke.web has good business logic to group results. They should be protected using unit tests,DNN-3124,
search Localization New Search APIs Exception search Localization New Search APIs Exception None of the exceptions thrown by new Search APIs exceptions are localized. They must be localized and perhaps checked through unit tests. None of the exceptions thrown by new Search APIs exceptions are localized. They must be localized and perhaps checked through unit tests.,DNN-3126,
search api GetSearchResults backwards compatibility search api GetSearchResults backwards compatibility search api GetSearchResults backwards compatibility It appears that older APIs few others in same class are not brought forward to use new Search API. We need to work with PM to first find out if this is needed or not. Ash is writing this story so we don apos;t forget. It appears that older APIs few others in same class are not brought forward to use new Search API. We need to work with PM to first find out if this is needed or not. Ash is writing this story so we don apos;t forget. It appears that older APIs few others in same class are not brought forward to use new Search API. We need to work with PM to first find out if this is needed or not. Ash is writing this story so we don apos;t forget.,DNN-3134,
"Search API Custom Sorting The Search introduced in 7.1.0 allows sorting by Relevance and by LastModified. These two options are defined in enum SortFields which is passed as a property in SearchQuery object to the Searching API. We need to enhance to provide more Sorting on other fields such as tag, title, culture, etc in addition to custom field names. Below are specific requirements and tasks 1 Extend SortOptions enum to have more hard coded fields. 2 Also have the ability to provide Keywords or NumericKeys options. These two are special properties of SearchDocument where custom fields can be stored in the Index. Add these two as new properties in SearchQuery, e.g. or These fields need to be supplied by caller when sort option is either of the above two. 3 Have the ability to provide sort direction, ascending and descending. We have descending option only 4 We should explore if we can provide more than one field in sorting this is nice to have 5 Search has great number of unit tests, we must write unit tests to provide code coverage. Note Sorting is done in the custom collector code introduced in 7.1.1 ",DNN-3171,
Optimize Compilation Optimize Compilation As a user I would like my application to perform faster. Selecting the Optimize Compilation flag should improve performance in the releases versions of the product. We need to make this change early in the release cycle so we can determine if there are any issues. As a user I would like my application to perform faster. Selecting the Optimize Compilation flag should improve performance in the releases versions of the product. We need to make this change early in the release cycle so we can determine if there are any issues.,DNN-3174,
Develop Repackaging Plan In order to repackage DNN we need to work with the other teams to develop a plan.,DNN-3177,
SQL Profiling SQL Profiling In order to reduce the number of calls to SQL Server we need to carry out SQL Profiling of some core functions. In order to reduce the number of calls to SQL Server we need to carry out SQL Profiling of some core functions.,DNN-3179,
ANTS profiling ANTS profiling In order to determine if there are any performance bottlenecks we need to carry some ANTS Performance Profiling of some core functions. In order to determine if there are any performance bottlenecks we need to carry some ANTS Performance Profiling of some core functions.,DNN-3180,
Create Javascript Library Extension PRD Create Javascript Library Extension PRD In order to implement this is issue we would like to ensure that it meets the communty s needs. We need to create an initial PRD draft and let the community review. In order to implement this is issue we would like to ensure that it meets the communty s needs. We need to create an initial PRD draft and let the community review.,DNN-3184,
